is_generator,own,entity,years,hour,offer,limit
True,True,OwnGen_1,1,442,11.93,35.0
True,True,OwnGen_1,1,443,60.23,132.71
True,True,OwnGen_1,1,444,62.71,129.02
True,True,OwnGen_1,1,445,86.41,26.13
True,True,OwnGen_1,1,446,22.94,118.85
True,True,OwnGen_1,1,447,7.16,60.05
True,True,OwnGen_1,1,448,63.55,126.58
True,True,OwnGen_1,1,449,28.86,23.82
True,True,OwnGen_1,1,450,5.3,56.02
True,True,OwnGen_1,1,451,51.41,75.99
True,True,OwnGen_1,1,452,94.12,81.89
True,True,OwnGen_1,1,453,93.4,92.53
True,True,OwnGen_1,1,454,6.09,142.33
True,True,OwnGen_1,1,455,34.23,45.23
True,True,OwnGen_1,1,456,83.27,43.65
True,True,OwnGen_1,1,457,18.45,77.59
True,True,OwnGen_1,1,458,67.09,25.86
True,True,OwnGen_1,1,459,46.04,43.63
True,True,OwnGen_1,1,460,77.68,41.5
True,True,OwnGen_1,1,461,64.33,20.39
True,True,OwnGen_1,1,462,32.58,30.48
True,True,OwnGen_1,1,463,98.42,100.07
True,True,OwnGen_1,1,464,15.44,115.16
True,True,OwnGen_1,1,465,21.15,20.3
True,True,OwnGen_1,1,466,87.73,52.26
True,True,OwnGen_1,1,467,84.17,110.13
True,True,OwnGen_1,1,468,99.19,138.6
True,True,OwnGen_1,1,469,49.15,25.7
True,True,OwnGen_1,1,470,26.44,127.65
True,True,OwnGen_1,1,471,7.9,28.13
True,True,OwnGen_1,1,472,36.76,112.14
True,True,OwnGen_1,1,473,12.7,61.95
True,True,OwnGen_1,1,474,96.08,143.41
True,True,OwnGen_1,1,475,39.41,103.05
True,True,OwnGen_1,1,476,89.8,86.15
True,True,OwnGen_1,1,477,89.44,27.58
True,True,OwnGen_1,1,478,85.1,47.02
True,True,OwnGen_1,1,479,65.36,76.12
True,True,OwnGen_1,1,480,67.78,141.61
True,True,OwnGen_1,1,481,62.08,129.6
True,True,OwnGen_1,1,482,49.2,100.3
True,True,OwnGen_1,1,483,25.98,66.34
True,True,OwnGen_1,1,484,61.22,46.28
True,True,OwnGen_1,1,485,42.43,139.15
True,True,OwnGen_1,1,486,32.66,97.9
True,True,OwnGen_1,1,487,83.3,79.81
True,True,OwnGen_1,1,488,61.27,84.1
True,True,OwnGen_1,1,489,33.45,107.36
True,True,OwnGen_1,1,490,15.65,65.8
True,True,OwnGen_1,1,491,56.62,46.28
True,True,OwnGen_1,1,492,36.89,134.25
True,True,OwnGen_1,1,493,86.28,96.15
True,True,OwnGen_1,1,494,83.14,26.55
True,True,OwnGen_1,1,495,50.65,148.09
True,True,OwnGen_1,1,496,99.58,85.77
True,True,OwnGen_1,1,497,62.49,137.78
True,True,OwnGen_1,1,498,56.38,101.6
True,True,OwnGen_1,1,499,40.53,25.05
True,True,OwnGen_1,1,500,84.04,26.31
True,True,OwnGen_1,1,501,43.42,112.82
True,True,OwnGen_1,1,502,11.65,38.37
True,True,OwnGen_1,1,503,50.81,43.07
True,True,OwnGen_1,1,504,70.16,57.86
True,True,OwnGen_1,1,505,53.65,32.53
True,True,OwnGen_1,1,506,35.05,82.87
True,True,OwnGen_1,1,507,57.61,126.95
True,True,OwnGen_1,1,508,94.66,81.73
True,True,OwnGen_1,1,509,91.83,40.09
True,True,OwnGen_1,1,510,15.11,125.2
True,True,OwnGen_1,1,511,83.57,142.02
True,True,OwnGen_1,1,512,89.82,39.14
True,True,OwnGen_1,1,513,75.12,146.35
True,True,OwnGen_1,1,514,88.42,32.01
True,True,OwnGen_1,1,515,57.96,48.82
True,True,OwnGen_1,1,516,35.82,66.67
True,True,OwnGen_1,1,517,95.18,49.81
True,True,OwnGen_1,1,518,32.47,31.61
True,True,OwnGen_1,1,519,58.19,115.68
True,True,OwnGen_1,1,520,74.8,28.8
True,True,OwnGen_1,1,521,98.53,102.05
True,True,OwnGen_1,1,522,48.47,120.85
True,True,OwnGen_1,1,523,50.87,44.66
True,True,OwnGen_1,1,524,66.87,95.59
True,True,OwnGen_1,1,525,32.85,130.05
True,True,OwnGen_1,1,526,24.52,83.71
True,True,OwnGen_1,1,527,14.68,41.0
True,True,OwnGen_1,1,528,70.24,50.34
True,True,OwnGen_1,1,529,71.59,72.38
True,True,OwnGen_1,1,530,24.77,45.03
True,True,OwnGen_1,1,531,78.23,145.64
True,True,OwnGen_1,1,532,95.14,111.06
True,True,OwnGen_1,1,533,30.11,68.8
True,True,OwnGen_1,1,534,55.21,113.91
True,True,OwnGen_1,1,535,95.54,137.39
True,True,OwnGen_1,1,536,66.61,149.6
True,True,OwnGen_1,1,537,53.99,93.52
True,True,OwnGen_1,1,538,36.82,116.35
True,True,OwnGen_1,1,539,48.42,23.92
True,True,OwnGen_1,1,540,21.09,40.85
True,True,OwnGen_1,1,541,31.17,29.57
True,True,OwnGen_1,1,542,20.74,103.18
True,True,OwnGen_1,1,543,87.56,63.68
True,True,OwnGen_1,1,544,28.16,117.63
True,True,OwnGen_1,1,545,65.17,105.32
True,True,OwnGen_1,1,546,25.74,140.87
True,True,OwnGen_1,1,547,87.35,68.12
True,True,OwnGen_1,1,548,13.76,25.03
True,True,OwnGen_1,1,549,75.88,143.15
True,True,OwnGen_1,1,550,65.27,43.39
True,True,OwnGen_1,1,551,61.53,52.52
True,True,OwnGen_1,1,552,14.86,34.21
True,True,OwnGen_1,1,553,82.7,33.07
True,True,OwnGen_1,1,554,92.23,21.56
True,True,OwnGen_1,1,555,82.38,43.22
True,True,OwnGen_1,1,556,27.04,129.39
True,True,OwnGen_1,1,557,65.22,39.42
True,True,OwnGen_1,1,558,5.83,40.44
True,True,OwnGen_1,1,559,61.85,45.82
True,True,OwnGen_1,1,560,16.85,67.96
True,True,OwnGen_1,1,561,37.94,45.6
True,True,OwnGen_1,1,562,23.59,103.77
True,True,OwnGen_1,1,563,88.84,110.47
True,True,OwnGen_1,1,564,52.27,34.64
True,True,OwnGen_1,1,565,69.23,46.36
True,True,OwnGen_1,1,566,42.57,144.49
True,True,OwnGen_1,1,567,21.29,113.31
True,True,OwnGen_1,1,568,52.47,113.24
True,True,OwnGen_1,1,569,57.06,120.55
True,True,OwnGen_1,1,570,66.8,56.66
True,True,OwnGen_1,1,571,39.33,68.45
True,True,OwnGen_1,1,572,97.87,97.51
True,True,OwnGen_1,1,573,81.95,105.77
True,True,OwnGen_1,1,574,58.84,20.94
True,True,OwnGen_1,1,575,78.39,58.62
True,True,OwnGen_1,1,576,89.95,148.67
True,True,OwnGen_1,1,577,52.36,99.43
True,True,OwnGen_1,1,578,31.76,90.97
True,True,OwnGen_1,1,579,15.84,105.46
True,True,OwnGen_1,1,580,44.13,137.57
